sale_id,date_id,product_id,store_id,actual_sales,forecast_sales,forecast_lower_bound,forecast_upper_bound,units_sold,revenue,cost
198,25,3,7,1991.89,1915.79,1628.42,2203.16,1,1991.89,1134.42
199,25,2,10,5056.62,5314.53,4517.35,6111.71,5,5056.62,3092.74
200,25,14,1,907.87,867.47,737.35,997.59,10,907.87,578.03
201,25,7,3,2263.86,1997.78,1698.11,2297.44,4,2263.86,1532.19
202,25,12,2,1360.87,1486.3,1263.36,1709.25,9,1360.87,921.0
203,26,20,9,60.29,63.14,53.67,72.61,1,60.29,39.43
204,26,1,3,4054.98,3822.61,3249.22,4396.01,3,4054.98,2436.94
205,26,1,3,2632.46,2554.11,2170.99,2937.22,2,2632.46,1503.88
206,26,1,2,6124.96,5977.65,5081.0,6874.3,5,6124.96,3681.92
207,26,12,5,1729.75,1764.82,1500.1,2029.55,11,1729.75,973.4
208,26,2,3,2099.67,1816.07,1543.66,2088.48,2,2099.67,1180.51
209,26,15,7,473.94,461.74,392.47,531.0,16,473.94,275.99
210,26,17,2,2954.99,2762.84,2348.41,3177.26,3,2954.99,1925.98
211,26,16,9,2179.07,2110.6,1794.01,2427.2,3,2179.07,1394.39
212,27,7,5,1262.06,1362.07,1157.76,1566.38,2,1262.06,748.93
213,27,4,1,822.73,742.69,631.28,854.09,16,822.73,499.42
214,27,8,9,1516.81,1656.14,1407.72,1904.56,18,1516.81,850.64
215,27,2,7,990.96,865.46,735.64,995.28,1,990.96,591.56
216,27,14,10,1205.48,1175.71,999.36,1352.07,13,1205.48,683.84
217,28,11,3,3948.24,4172.82,3546.9,4798.75,20,3948.24,2385.83
218,28,14,2,702.84,681.85,579.57,784.13,8,702.84,394.85
219,28,10,6,674.7,607.52,516.39,698.65,2,674.7,422.75
220,28,4,9,782.0,846.81,719.79,973.83,17,782.0,471.29
221,28,5,4,479.51,435.96,370.57,501.36,4,479.51,307.06
222,29,3,3,7541.24,7685.43,6532.62,8838.25,4,7541.24,4803.17
223,29,19,10,1758.4,1825.51,1551.68,2099.34,11,1758.4,1006.94
224,29,3,8,7795.6,8488.62,7215.33,9761.91,4,7795.6,4979.15
225,29,12,9,430.05,423.85,360.27,487.42,3,430.05,240.2
226,29,10,2,357.03,357.78,304.12,411.45,1,357.03,221.15
227,29,18,1,1726.57,1763.68,1499.13,2028.24,4,1726.57,998.36
228,29,20,8,932.96,810.34,688.79,931.89,17,932.96,527.61
229,29,11,2,3481.87,3000.48,2550.4,3450.55,17,3481.87,2284.61
230,29,15,9,503.83,483.26,410.77,555.74,17,503.83,346.48
231,29,13,7,2039.45,1765.57,1500.74,2030.41,11,2039.45,1314.7
232,30,3,6,1921.01,1855.64,1577.29,2133.99,1,1921.01,1129.17
233,30,20,3,594.68,623.87,530.29,717.45,11,594.68,408.85
234,30,10,7,711.27,804.73,684.02,925.44,2,711.27,424.23
235,30,13,6,925.45,1016.78,864.26,1169.3,5,925.45,611.55
236,30,17,2,4002.78,3424.26,2910.62,3937.9,4,4002.78,2386.98
237,30,7,6,2248.41,2585.65,2197.81,2973.5,4,2248.41,1288.88
238,30,10,2,1839.54,2024.47,1720.8,2328.15,5,1839.54,1255.58
239,31,11,10,1014.35,909.14,772.77,1045.51,5,1014.35,585.41
240,31,20,3,804.23,771.49,655.77,887.22,15,804.23,529.14
241,31,15,10,304.64,330.58,280.99,380.16,10,304.64,178.24
242,31,8,5,1366.12,1240.72,1054.61,1426.83,16,1366.12,890.37
243,31,19,8,2355.44,2551.97,2169.17,2934.77,15,2355.44,1473.18
244,32,6,4,2082.64,1926.44,1637.48,2215.41,5,2082.64,1345.75
245,32,12,9,621.2,624.16,530.54,717.79,4,621.2,353.28
246,32,3,3,5639.25,5661.84,4812.57,6511.12,3,5639.25,3804.56
247,32,3,4,8180.33,9236.75,7851.24,10622.26,4,8180.33,5008.28
248,32,13,9,2034.49,2336.32,1985.87,2686.77,12,2034.49,1233.38
249,32,1,6,1387.12,1449.52,1232.09,1666.95,1,1387.12,927.58
250,32,5,1,1397.69,1386.14,1178.22,1594.06,10,1397.69,942.97
251,32,16,8,3599.7,3145.3,2673.5,3617.09,5,3599.7,2118.02
252,33,18,10,1964.38,2127.13,1808.06,2446.2,5,1964.38,1150.43
253,33,4,1,385.71,419.72,356.76,482.68,8,385.71,238.59
254,33,4,8,987.07,1026.14,872.22,1180.06,20,987.07,628.03
255,33,5,5,1625.97,1554.17,1321.04,1787.3,14,1625.97,1033.46
256,33,6,2,2458.12,2139.31,1818.41,2460.21,5,2458.12,1545.93
257,33,17,9,4515.81,5021.58,4268.35,5774.82,5,4515.81,2513.19
258,34,12,5,144.74,125.96,107.07,144.86,1,144.74,84.84
259,34,4,10,499.48,477.35,405.75,548.95,11,499.48,300.08
260,34,6,8,1843.32,2015.58,1713.24,2317.91,4,1843.32,1031.27
261,34,15,1,272.69,296.51,252.03,340.98,10,272.69,186.21
262,34,11,5,3314.14,3627.73,3083.57,4171.89,17,3314.14,2058.11
263,34,2,4,2911.27,3156.55,2683.07,3630.03,3,2911.27,1979.28
264,34,11,5,843.66,827.7,703.54,951.85,4,843.66,514.63
265,34,15,7,349.22,348.83,296.5,401.15,11,349.22,218.13
266,35,9,2,1269.28,1308.29,1112.05,1504.53,14,1269.28,854.67
267,35,18,5,1101.86,1044.98,888.23,1201.73,3,1101.86,654.89
268,35,15,10,378.93,372.56,316.67,428.44,14,378.93,233.83
269,35,12,10,1991.94,2278.8,1936.98,2620.62,14,1991.94,1378.8
270,35,3,7,5711.91,6140.13,5219.11,7061.15,3,5711.91,3278.63
271,35,1,3,6726.34,6601.58,5611.34,7591.81,5,6726.34,3826.85
272,35,8,6,925.79,944.47,802.8,1086.14,12,925.79,593.21
273,35,15,6,344.1,300.42,255.36,345.48,12,344.1,196.36
274,35,12,7,1688.03,1561.23,1327.04,1795.41,11,1688.03,957.14
275,36,6,8,2194.26,2234.86,1899.63,2570.08,5,2194.26,1293.0
276,36,9,8,761.8,712.79,605.87,819.71,7,761.8,523.71
277,36,16,4,740.79,646.13,549.21,743.05,1,740.79,426.62
278,36,15,2,329.71,350.43,297.87,403.0,11,329.71,208.54
279,36,10,5,727.57,820.84,697.71,943.97,2,727.57,469.76
280,36,12,9,1101.73,1002.9,852.47,1153.34,8,1101.73,628.9
281,36,16,1,2422.9,2327.61,1978.47,2676.76,3,2422.9,1624.67
282,36,18,3,2148.31,1868.44,1588.18,2148.71,5,2148.31,1309.88
283,36,16,9,3368.05,3694.76,3140.54,4248.97,4,3368.05,1889.69
284,36,11,2,2964.6,2980.04,2533.04,3427.05,15,2964.6,1687.6
285,37,19,3,734.96,825.52,701.69,949.34,5,734.96,410.34
286,37,4,9,235.4,211.53,179.8,243.26,5,235.4,162.48
287,37,8,6,1449.08,1599.46,1359.54,1839.38,17,1449.08,851.46
288,37,18,5,817.95,846.03,719.13,972.94,2,817.95,461.34
289,37,6,10,2089.73,2189.25,1860.86,2517.63,5,2089.73,1375.24
290,37,20,6,1018.14,1129.25,959.86,1298.64,19,1018.14,572.38
291,37,19,5,1098.69,1071.19,910.52,1231.87,7,1098.69,709.59
292,37,16,9,2465.03,2318.68,1970.88,2666.48,3,2465.03,1446.31
293,37,13,5,2455.69,2131.47,1811.75,2451.19,15,2455.69,1512.56
294,38,15,4,325.8,307.49,261.36,353.61,11,325.8,214.3
295,38,12,7,783.84,787.36,669.26,905.47,5,783.84,443.6
296,38,8,8,301.3,278.52,236.74,320.3,4,301.3,170.09
297,38,10,7,1716.43,1954.68,1661.48,2247.88,5,1716.43,1176.35
298,38,11,10,2053.21,1843.38,1566.87,2119.88,11,2053.21,1436.01
299,38,15,8,289.85,254.2,216.07,292.33,10,289.85,176.51
300,38,15,4,206.38,178.44,151.67,205.2,7,206.38,122.22
301,38,20,8,594.33,656.23,557.8,754.66,10,594.33,365.3
302,39,12,7,1625.38,1406.52,1195.54,1617.49,12,1625.38,1030.93
303,39,12,9,1362.91,1364.65,1159.95,1569.35,10,1362.91,905.87
304,39,9,10,1829.05,2089.73,1776.27,2403.19,20,1829.05,1114.05
305,39,11,9,2509.77,2283.18,1940.71,2625.66,12,2509.77,1572.04
306,39,17,1,906.88,964.99,820.24,1109.73,1,906.88,608.15
307,39,17,8,2040.46,2049.95,1742.46,2357.45,2,2040.46,1222.63
308,39,20,6,346.42,358.53,304.75,412.31,6,346.42,234.32
309,40,11,9,3404.88,3618.1,3075.39,4160.82,17,3404.88,2025.8
310,40,1,6,4032.46,4613.02,3921.06,5304.97,3,4032.46,2570.92
311,40,1,10,4952.34,5183.5,4405.98,5961.03,4,4952.34,3445.88
312,40,19,10,1244.78,1275.97,1084.58,1467.37,8,1244.78,716.47
313,40,20,7,313.98,289.69,246.24,333.15,5,313.98,199.65
314,40,4,4,48.42,47.24,40.16,54.33,1,48.42,29.63
315,40,7,7,3159.71,3558.33,3024.58,4092.07,5,3159.71,2151.52
316,40,2,3,4702.63,4455.82,3787.44,5124.19,5,4702.63,3053.58
317,40,17,7,3270.74,3231.16,2746.48,3715.83,3,3270.74,2060.46
318,41,12,5,2970.57,3378.14,2871.42,3884.86,20,2970.57,1758.14
319,41,10,4,1103.78,1171.63,995.89,1347.38,3,1103.78,721.36
320,41,16,6,3099.35,3502.61,2977.22,4028.0,4,3099.35,2074.43
321,41,9,5,401.82,407.03,345.97,468.08,4,401.82,274.99
322,41,13,6,857.49,802.86,682.43,923.29,5,857.49,563.48
323,41,12,8,1407.34,1286.58,1093.59,1479.57,9,1407.34,948.82
324,41,9,9,826.36,855.04,726.78,983.3,9,826.36,527.24
325,41,8,1,1269.32,1167.58,992.44,1342.72,17,1269.32,717.2
326,41,11,8,824.85,735.14,624.87,845.41,4,824.85,573.0
327,42,14,8,1466.87,1579.49,1342.57,1816.41,16,1466.87,869.98
328,42,10,1,359.63,330.74,281.13,380.35,1,359.63,237.64
329,42,2,3,4301.49,3883.11,3300.65,4465.58,4,4301.49,2959.19
330,42,13,8,1167.78,1329.68,1130.23,1529.14,6,1167.78,804.49
331,42,2,1,3037.74,2679.86,2277.88,3081.84,3,3037.74,2118.67
332,42,10,8,1753.49,1958.26,1664.52,2251.99,5,1753.49,999.72
333,43,15,5,215.54,204.59,173.9,235.28,7,215.54,142.18
334,43,9,3,103.69,112.73,95.82,129.64,1,103.69,65.86
335,43,7,3,3208.33,3590.49,3051.91,4129.06,5,3208.33,2162.57
336,43,17,6,979.19,860.33,731.28,989.38,1,979.19,682.74
337,43,16,6,1440.38,1390.07,1181.56,1598.58,2,1440.38,888.73
338,43,9,6,1006.33,1028.33,874.08,1182.58,10,1006.33,592.96
339,43,12,4,308.0,304.8,259.08,350.52,2,308.0,176.78
340,43,17,5,1026.71,1162.44,988.07,1336.8,1,1026.71,621.3
341,43,8,4,393.28,387.96,329.77,446.16,5,393.28,274.63
342,44,14,9,1497.29,1632.95,1388.0,1877.89,16,1497.29,1008.94
343,44,8,10,238.21,240.22,204.19,276.26,3,238.21,143.94
344,44,19,2,317.59,355.98,302.58,409.38,2,317.59,184.31
345,44,18,3,770.57,775.27,658.98,891.56,2,770.57,437.25
346,44,7,10,2199.98,2206.83,1875.8,2537.85,4,2199.98,1476.85
347,44,15,3,484.66,493.95,419.86,568.05,17,484.66,307.19
348,44,10,1,1327.44,1129.53,960.1,1298.96,4,1327.44,773.48
349,45,2,7,3117.11,3155.6,2682.26,3628.94,3,3117.11,1742.58
350,45,3,8,1818.14,1643.59,1397.05,1890.12,1,1818.14,1036.91
351,45,14,6,1145.09,1288.38,1095.12,1481.64,13,1145.09,694.64
352,45,3,9,3914.62,3735.85,3175.47,4296.22,2,3914.62,2257.84
353,45,18,7,1846.31,2111.47,1794.75,2428.19,5,1846.31,1246.67
354,46,10,8,1718.52,1656.28,1407.84,1904.72,5,1718.52,1004.39
355,46,15,6,138.49,156.67,133.17,180.17,5,138.49,91.23
356,46,4,1,701.77,793.61,674.57,912.65,14,701.77,479.56
357,46,8,4,218.08,187.57,159.43,215.7,3,218.08,139.5
358,46,2,4,979.47,901.41,766.2,1036.62,1,979.47,570.63
359,47,5,9,1221.41,1373.99,1167.89,1580.09,10,1221.41,777.33
360,47,19,10,1552.76,1728.03,1468.82,1987.23,11,1552.76,1083.6
361,47,17,4,3836.56,3331.24,2831.55,3830.92,4,3836.56,2655.97
362,47,6,7,2243.03,2560.84,2176.72,2944.97,5,2243.03,1550.47
363,47,13,9,2046.31,1989.99,1691.49,2288.49,11,2046.31,1217.52
364,48,18,8,853.75,802.72,682.31,923.13,2,853.75,560.18
365,48,15,1,512.88,500.04,425.03,575.04,18,512.88,322.86
366,48,13,4,1515.42,1582.11,1344.79,1819.43,9,1515.42,1043.11
367,48,12,2,2802.47,2542.24,2160.91,2923.58,18,2802.47,1654.21
368,48,20,10,126.82,114.95,97.71,132.2,2,126.82,84.24
369,48,18,4,1503.08,1686.62,1433.63,1939.61,4,1503.08,895.05
370,49,7,4,628.58,676.54,575.06,778.02,1,628.58,431.94
371,49,20,4,830.68,843.66,717.11,970.21,13,830.68,553.5
